paper_id,DOI,title,first_author,journal,year,sub_field,cited_by_count
293,10.23850/22565035.1636,Elaboración de un modelo neuronal artificial para la estimación de turbiedad y proposición de dosificaciones en el tratamiento de aguas residuales de la industria avícola,Luis Octavio González Salcedo,Informador Técnico,2019,coagulation,0.0
294,10.23919/ccc52363.2021.9550511,Fault detection and isolation for wastewater treatment plants using interval prediction and Bayesian reasoning,Tong Liu,2021 40th Chinese Control Conference (CCC),2021,monitoring,3.0
295,10.23919/chicc.2019.8866516,Modeling and Optimization of the Activated Sludge Process,Shun Huang,2019 Chinese Control Conference (CCC),2019,WWTP,2.0
296,10.23919/softcom.2019.8903866,Toward a Smart Real Time Monitoring System for Drinking Water Based on Machine Learning,Dziri Jalal,"2019 International Conference on Software, Telecommunications and Computer Networks (SoftCOM)",2019,monitoring,15.0
297,10.24425/aep.2023.145893,Performance prediction and control for wastewater treatment plants using artificial neural network modeling of mechanical and biological treatment,,Archives of Environmental Protection,2023,WWTP,0.0
298,10.2478/ceer-2020-0059,Artificial Neural Network as a Virtual Sensor of Nitrate Nitrogen (V) Concentration in an Activated Sludge Reactor,Lesław Płonka,Civil and Environmental Engineering Reports,2020,WWTP,0.0
299,10.2478/ceer-2022-0066,Short-Term Forecast of Oxygen Concentration in Nitrification Chamber Using Artificial Neural Network,Lesław Płonka,Civil and Environmental Engineering Reports,2022,WWTP,0.0
300,10.2495/wrm190101,MACHINE LEARNING AS A DECISION SUPPORT TOOL FOR WASTEWATER TREATMENT PLANT OPERATION,THIBAULT MERCIER,WIT Transactions on Ecology and the Environment,2019,WWTP,2.0
301,10.26483/ijarcs.v16i3.7257,DATA-CENTERED DEVELOPMENT AND PREDICTIVE EVALUATION OF A SUPERVISED MACHINE LEARNING SYSTEM FOR WATER QUALITY ANOMALY DETECTION IN A LAGUNA WATER DISTRICT,"KAMATOY, NICOLE JOICE C.",international journal of advanced research in computer science,2025,monitoring,0.0
302,10.29007/dlvk,A Data-Driven Approach for Optimal Control Parameters in WWTP: the VEAS Experience in Scandinavia,Luca Abele Piciaccia,EPiC Series in Engineering,2017,WWTP,0.0
303,10.30574/gscaet.2022.4.2.0033,Performance analysis and control of wastewater treatment plant using Adaptive Neuro-Fuzzy Inference System (ANFIS) and Multi-Linear Regression (MLR) techniques,Obasi Peter Okeke,GSC Advanced Engineering and Technology,2022,WWTP,7.0
304,10.30574/wjaets.2025.17.3.1546,Machine learning–based methane yield prediction using a structured anaerobic digestion dataset,Asit Chatterjee,World Journal of Advanced Engineering Technology and Sciences,2025,sludge,0.0
305,10.30765/er.2232,"Prediction models for manganese, iron and ammonium in raw water for a drinking water treatment plant Butoniga (croatia)",Goran Volf,Engineering review,2023,monitoring,0.0
306,10.30955/gnc2019.00238,Employing data-driven models in the optimization of chemical usage in water treatment plants,K Kandris,Global NEST International Conference on Environmental Science &amp; Technology,2022,coagulation,0.0
307,10.30955/gnj.003923,Improving Water Quality Assessment through Anomaly Detection Using Hybrid Convolutional Neural Network Approach,,Global NEST Journal,2021,monitoring,1.0
308,10.30955/gnj.004503,Water Desalination Plant Fault Detection using Artificial Neural Network,,Global NEST Journal,2022,monitoring,1.0
309,10.31185/ejuow.vol10.iss3.317,Statistical indicators to evaluate the performance of electrocoagulation with membrane bioreactor (EC-MBR) for treatment of organic matters in domestic wastewater,Yousif Zakoor,Wasit Journal of Engineering Sciences,2022,membrane,2.0
310,10.31202/ecjse.1135485,Missing IoT Data Prediction with Machine Learning Techniques,Fatma AZİZOĞLU,El-Cezeri Fen ve Mühendislik Dergisi,2022,monitoring,1.0
311,10.3233/ajw190041,Predicting the Quality of Treated Water from an Activated Carbon Based Water Purifier Using Artificial Neural Network,Ritabrata Roy,"Asian Journal of Water, Environment and Pollution",2019,monitoring,2.0
312,10.3233/jifs-212676,"Modelling of wastewater treatment, microalgae growth and harvesting by flocculation inside photo bioreactor using machine learning technique",K. Pavendan,Journal of Intelligent &amp; Fuzzy Systems,2022,WWTP,5.0
313,10.32604/csse.2023.039645,Prediction of the Wastewater’s pH Based on Deep Learning Incorporating Sliding Windows,Aiping Xu,Computer Systems Science and Engineering,2023,WWTP,2.0
314,10.3311/ppch.13866,Dynamic Modeling of Streptomyces hygroscopicus Fermentation Broth Microfiltration by Artificial  Neural Networks,Aleksandar Jokić,Periodica Polytechnica Chemical Engineering,2019,membrane,1.0
315,10.3384/ecp200037,Estimation of effluent nutrients in municipal MBBR process,Tiina Komulainen,Linköping Electronic Conference Proceedings,2023,WWTP,3.0
316,10.3389/fenve.2024.1373881,Comparative study for the performance of pure artificial intelligence software sensor and self-organizing map assisted software sensor in predicting 5-day biochemical oxygen demand for Kauma Sewage Treatment Plant effluent in Malawi,M. H. Mng’ombe,Frontiers in Environmental Engineering,2024,WWTP,3.0
317,10.3389/fenve.2025.1488965,Graph neural network-based water contamination detection from community housing information,Raphael Anaadumba,Frontiers in Environmental Engineering,2025,monitoring,2.0
318,10.3389/fenvs.2022.1027693,Water chemical oxygen demand prediction model based on the CNN and ultraviolet-visible spectroscopy,Binqiang Ye,Frontiers in Environmental Science,2022,monitoring,19.0
319,10.3389/fevo.2023.1199870,ANN-based prediction of ammonia nitrogen for wastewater discharge indicators under carbon neutral trend,Hongbo Liu,Frontiers in Ecology and Evolution,2023,WWTP,6.0
320,10.3389/frwa.2023.1199632,Forecasting bacteriological presence in treated drinking water using machine learning,Grigorios Kyritsakas,Frontiers in Water,2023,monitoring,10.0
321,10.3390/a16050248,Time-Series Forecasting of Seasonal Data Using Machine Learning Methods,Vadim Kramar,Algorithms,2023,WWTP,28.0
322,10.3390/agronomy15030703,Assessing Agricultural Reuse Potential of Treated Wastewater: A Hybrid Machine Learning Approach,Daniyal Durmuş Köksal,Agronomy,2025,WWTP,6.0
323,10.3390/app11125434,A Neural Network Model for Decision-Making with Application in Sewage Sludge Management,Francesco Facchini,Applied Sciences,2021,sludge,14.0
324,10.3390/app12126079,Convolutional Neural Network for Measurement of Suspended Solids and Turbidity,Daniela Lopez-Betancur,Applied Sciences,2022,monitoring,24.0
325,10.3390/app122412914,Data-Driven Approach to Modeling Biohydrogen Production from Biodiesel Production Waste: Effect of Activation Functions on Model Configurations,SK Safdar Hossain,Applied Sciences,2022,sludge,0.0
326,10.3390/app13084752,Advanced Control by Reinforcement Learning for Wastewater Treatment Plants: A Comparison with Traditional Approaches,Félix Hernández-del-Olmo,Applied Sciences,2023,control,22.0
327,10.3390/app13127011,An Attention-Based CNN-LSTM Method for Effluent Wastewater Quality Prediction,Yue Li,Applied Sciences,2023,WWTP,23.0
328,10.3390/app13137461,LSTM Network for the Oxygen Concentration Modeling of a Wastewater Treatment Plant,Chiara Toffanin,Applied Sciences,2023,WWTP,4.0
329,10.3390/app13137848,Data-Based Modelling of Chemical Oxygen Demand for Industrial Wastewater Treatment,Henri Pörhö,Applied Sciences,2023,WWTP,7.0
330,10.3390/app132212406,Microorganism Detection in Activated Sludge Microscopic Images Using Improved YOLO,Yueping Kong,Applied Sciences,2023,monitoring,14.0
331,10.3390/app14020901,Biogas Production Prediction Based on Feature Selection and Ensemble Learning,Shurong Peng,Applied Sciences,2024,sludge,5.0
332,10.3390/app14198622,Hypertuning-Based Ensemble Machine Learning Approach for Real-Time Water Quality Monitoring and Prediction,Md. Shamim Bin Shahid,Applied Sciences,2024,monitoring,13.0
333,10.3390/app15084130,Water Quality Monitoring: A Water Quality Dataset from an On-Site Study in Macao,Jiawei Gao,Applied Sciences,2025,monitoring,2.0
334,10.3390/app15168990,Development and Optimization of an Automated Industrial Wastewater Treatment System Using PLC and LSTM Neural Network,Žydrūnas Kavaliauskas,Applied Sciences,2025,control,1.0
335,10.3390/app8020261,Dissolved Oxygen Control in Activated Sludge Process Using a Neural Network-Based Adaptive PID Algorithm,Xianjun Du,Applied Sciences,2018,control,100.0
336,10.3390/app9030523,A Real-Time BOD Estimation Method in Wastewater Treatment Process Based on an Optimized Extreme Learning Machine,Ping Yu,Applied Sciences,2019,WWTP,22.0
337,10.3390/automation5020008,A Soft Sensor for Flow Estimation and Uncertainty Analysis Based on Artificial Intelligence: A Case Study of Water Supply Systems,Gabryel M. Raposo de Alencar,Automation,2024,monitoring,8.0
338,10.3390/automation6010002,Optimization of Wastewater Treatment Through Machine Learning-Enhanced Supervisory Control and Data Acquisition: A Case Study of Granular Sludge Process Stability and Predictive Control,Igor Gulshin,Automation,2024,control,9.0
339,10.3390/bios15050284,A Portable UV-LED/RGB Sensor for Real-Time Bacteriological Water Quality Monitoring Using ML-Based MPN Estimation,Andrés Saavedra-Ruiz,Biosensors,2025,monitoring,2.0
340,10.3390/chemosensors11040229,Efficient Monitoring of Microbial Communities and Chemical Characteristics in Incineration Leachate with Electronic Nose and Data Mining Techniques,Zhongyuan Zhang,Chemosensors,2023,monitoring,6.0
341,10.3390/chemosensors12030034,Combination of Machine Learning and RGB Sensors to Quantify and Classify Water Turbidity,Lorena Parra,Chemosensors,2024,monitoring,37.0
342,10.3390/e27121233,"Prediction, Uncertainty Quantification, and ANN-Assisted Operation of Anaerobic Digestion Guided by Entropy Using Machine Learning",Zhipeng Zhuang,Entropy,2025,sludge,0.0
343,10.3390/en13133338,SMART Computational Solutions for the Optimization of Selected Technology Processes as an Innovation and Progress in Improving Energy Efficiency of Smart Cities—A Case Study,Krzysztof Gaska,Energies,2020,control,18.0
344,10.3390/en14061552,Artificial Neural Networks in Modeling of Dewaterability of Sewage Sludge,Mariusz Kowalczyk,Energies,2021,sludge,7.0
345,10.3390/en16062871,Application of Multispectral Images from Unmanned Aerial Vehicles to Analyze Operations of a Wastewater Treatment Plant,Bartosz Szeląg,Energies,2023,monitoring,3.0
346,10.3390/en16217408,Machine Learning-Based Energy Consumption Estimation of Wastewater Treatment Plants in Greece,Panagiotis Karadimos,Energies,2023,WWTP,11.0
347,10.3390/en17020364,Maximizing Biogas Yield Using an Optimized Stacking Ensemble Machine Learning Approach,Angelique Mukasine,Energies,2024,sludge,9.0
348,10.3390/eng6050098,Autopsy Results and Inorganic Fouling Prediction Modeling Using Artificial Neural Networks for Reverse Osmosis Membranes in a Desalination Plant,Siham Kherraf,Eng,2025,membrane,3.0
349,10.3390/engproc2024069110,Performance Evaluation of Machine Learning Methods for Drinking Water Contamination Detection,Valts Urbanovičs,The 3rd International Joint Conference on Water Distribution Systems Analysis &amp;amp; Computing and Control for the Water Industry (WDSA/CCWI 2024),2024,monitoring,2.0
350,10.3390/fermentation10120639,Machine Learning Prediction of Foaming in Anaerobic Co-Digestion from Six Key Process Parameters,Sarah E. Daly,Fermentation,2024,sludge,3.0
351,10.3390/fermentation10120660,Plant-Scale Biogas Production Based on Integrating of CEEMDAN Decomposition with PSO Optimized Multilayer Perceptron Neural Network,Dean Kong,Fermentation,2024,sludge,2.0
352,10.3390/fermentation8020065,Machine Learning Algorithms for Temperature Management in the Anaerobic Digestion Process,Senem Önen Cinar,Fermentation,2022,sludge,32.0
353,10.3390/fermentation8030099,Pilot-Scale Anaerobic Treatment of Printing and Dyeing Wastewater and Performance Prediction Based on Support Vector Regression,Zhixin Qi,Fermentation,2022,WWTP,7.0
354,10.3390/fi15080265,Correlation Analysis Model of Environment Parameters Using IoT Framework in a Biogas Energy Generation Context,Angelique Mukasine,Future Internet,2023,sludge,2.0
355,10.3390/jmse10050683,Research on COD Soft Measurement Technology Based on Multi-Parameter Coupling Analysis Method,Yurui Zhang,Journal of Marine Science and Engineering,2022,monitoring,5.0
356,10.3390/ma15051932,Response Surface Methodology and Artificial Neural Network Modelling of Membrane Rotating Biological Contactors for Wastewater Treatment,Muhammad Irfan,Materials,2022,membrane,38.0
357,10.3390/membranes11010070,Modeling and Sensitivity Analysis of the Forward Osmosis Process to Predict Membrane Flux Using a Novel Combination of Neural Network and Response Surface Methodology Techniques,Jasir Jawad,Membranes,2021,membrane,50.0
358,10.3390/membranes11080554,Support Vector Regression Modelling of an Aerobic Granular Sludge in Sequential Batch Reactor,Nur Sakinah Ahmad Yasmin,Membranes,2021,WWTP,12.0
359,10.3390/membranes12080726,Improved Artificial Neural Network Training Based on Response Surface Methodology for Membrane Flux Prediction,Syahira Ibrahim,Membranes,2022,membrane,12.0
360,10.3390/membranes12090821,SVM and ANN Modelling Approach for the Optimization of Membrane Permeability of a Membrane Rotating Biological Contactor for Wastewater Treatment,Sharjeel Waqas,Membranes,2022,membrane,45.0
361,10.3390/membranes12090883,Comparison of Artificial Intelligence Control Strategies for a Peristaltically Pumped Low-Pressure Driven Membrane Process,José-Luis Díez,Membranes,2022,control,6.0
362,10.3390/membranes13120900,Permeation Flux Prediction of Vacuum Membrane Distillation Using Hybrid Machine Learning Techniques,Bashar H. Ismael,Membranes,2023,membrane,9.0
363,10.3390/mi14061128,A Method of Water COD Retrieval Based on 1D CNN and 2D Gabor Transform for Absorption–Fluorescence Spectra,Meng Xia,Micromachines,2023,monitoring,6.0
364,10.3390/mi15081045,Development of a Portable Residual Chlorine Detection Device with a Combination of Microfluidic Chips and LS-BP Algorithm to Achieve Accurate Detection of Residual Chlorine in Water,Tongfei Wang,Micromachines,2024,monitoring,5.0
365,10.3390/molecules30051092,Application of Machine Learning for FOS/TAC Soft Sensing in Bio-Electrochemical Anaerobic Digestion,Harvey Rutland,Molecules,2025,sludge,4.0
366,10.3390/pr11020478,Performance Evaluation of Hydroponic Wastewater Treatment Plant Integrated with Ensemble Learning Techniques: A Feature Selection Approach,Hauwa Mustafa,Processes,2023,WWTP,8.0
367,10.3390/pr11041287,Application of Artificial Neural Networks for Modelling and Control of Flux Decline in Cross-Flow Whey Ultrafiltration,Maria Teresa Gaudio,Processes,2023,membrane,9.0
368,10.3390/pr11082269,Intelligent Control of Wastewater Treatment Plants Based on Model-Free Deep Reinforcement Learning,Oscar Aponte-Rengifo,Processes,2023,control,22.0
369,10.3390/pr13010280,Agent Addition to Coal Slurry Water Using Data-Driven Intelligent Control,Jianjun Deng,Processes,2025,coagulation,0.0
370,10.3390/pr13061664,Intelligent Effluent Management: AI-Based Soft Sensors for Organic and Nutrient Quality Monitoring,Fathima Reneeth,Processes,2025,WWTP,2.0
371,10.3390/pr13072301,The Operational Nitrogen Indicator (ONI): An Intelligent Index for the Wastewater Treatment Plant’s Optimization,Míriam Timiraos,Processes,2025,WWTP,0.0
372,10.3390/pr13082352,Predictive Framework for Membrane Fouling in Full-Scale Membrane Bioreactors (MBRs): Integrating AI-Driven Feature Engineering and Explainable AI (XAI),Jie Liang,Processes,2025,membrane,6.0
373,10.3390/pr8121672,Permeate Flux Control in SMBR System by Using Neural Network Internal Model Control,Norhaliza Abdul Wahab,Processes,2020,membrane,7.0
374,10.3390/pr9010085,Integration of Artificial Intelligence into Biogas Plant Operation,Samet Cinar,Processes,2021,sludge,62.0
375,10.3390/pr9091633,Data Driven Detection of Different Dissolved Oxygen Sensor Faults for Improving Operation of the WWTP Control System,Alexandra-Veronica Luca,Processes,2021,monitoring,19.0
376,10.3390/pr9091639,Development of an Adaptive Model for the Rate of Steel Corrosion in a Recirculating Water System,Xiaochuan Huang,Processes,2021,monitoring,2.0
377,10.3390/pr9112059,Optimization and Modeling of Ammonia Nitrogen Removal from High Strength Synthetic Wastewater Using Vacuum Thermal Stripping,Arif Reza,Processes,2021,WWTP,13.0
378,10.3390/s17122806,Contamination Event Detection with Multivariate Time-Series Data in Agricultural Water Monitoring,Yingchi Mao,Sensors,2017,monitoring,8.0
379,10.3390/s18040938,Application of Least-Squares Support Vector Machines for Quantitative Evaluation of Known Contaminant in Water Distribution System Using Online Water Quality Parameters,Kexin Wang,Sensors,2018,monitoring,25.0
380,10.3390/s18113742,Enhanced Clean-In-Place Monitoring Using Ultraviolet Induced Fluorescence and Neural Networks,Alessandro Simeone,Sensors,2018,monitoring,17.0
381,10.3390/s19061280,ANN-Based Soft Sensor to Predict Effluent Violations in Wastewater Treatment Plants,Ivan Pisa,Sensors,2019,WWTP,77.0
382,10.3390/s19143139,Machine Learning Weather Soft-Sensor for Advanced Control of Wastewater Treatment Plants,Félix Hernández-del-Olmo,Sensors,2019,control,46.0
383,10.3390/s20051342,Prognosis of Water Quality Sensors Using Advanced Data Analytics: Application to the Barcelona Drinking Water Network,Diego Garcia,Sensors,2020,monitoring,13.0
384,10.3390/s20071941,Soft Sensor Application in Identification of the Activated Sludge Bulking Considering the Technological and Economical Aspects of Smart Systems Functioning,Bartosz Szeląg,Sensors,2020,WWTP,26.0
385,10.3390/s20133743,Denoising Autoencoders and LSTM-Based Artificial Neural Networks Data Processing for Its Application to Internal Model Control in Industrial Environments—The Wastewater Treatment Plant Control Case,Ivan Pisa,Sensors,2020,control,40.0
386,10.3390/s20133804,A Novel Just-in-Time Learning Strategy for Soft Sensing with Improved Similarity Measure Based on Mutual Information and PLS,Yueli Song,Sensors,2020,WWTP,19.0
387,10.3390/s20195631,Wastewater Quality Estimation through Spectrophotometry-Based Statistical Models,Daniel Carreres-Prieto,Sensors,2020,monitoring,27.0
388,10.3390/s20216139,A Novel Ensemble Adaptive Sparse Bayesian Transfer Learning Machine for Nonlinear Large-Scale Process Monitoring,Hongchao Cheng,Sensors,2020,monitoring,16.0
389,10.3390/s20226671,Spectrophotometric Online Detection of Drinking Water Disinfectant: A Machine Learning Approach,Sharif Hossain,Sensors,2020,DBP,26.0
390,10.3390/s21030823,RNN- and LSTM-Based Soft Sensors Transferability for an Industrial Process,Francesco Curreri,Sensors,2021,WWTP,71.0
391,10.3390/s21186315,Transfer Learning in Wastewater Treatment Plant Control Design: From Conventional to Long Short-Term Memory-Based Controllers,Ivan Pisa,Sensors,2021,control,22.0
392,10.3390/s21196679,Anomaly Detection of Water Level Using Deep Autoencoder,Isack Thomas Nicholaus,Sensors,2021,monitoring,36.0
393,10.3390/s21227525,Development of an Optical Method to Monitor Nitrification in Drinking Water,Sharif Hossain,Sensors,2021,monitoring,15.0
394,10.3390/s22020422,Water Quality Indicator Interval Prediction in Wastewater Treatment Process Based on the Improved BES-LSSVM Algorithm,Meng Zhou,Sensors,2022,WWTP,23.0
395,10.3390/s22134668,Possibilities of Real Time Monitoring of Micropollutants in Wastewater Using Laser-Induced Raman &amp; Fluorescence Spectroscopy (LIRFS) and Artificial Intelligence (AI),Claudia Post,Sensors,2022,monitoring,24.0
396,10.3390/s22186887,Industrial Soft Sensor Optimized by Improved PSO: A Deep Representation-Learning Approach,Alcemy Gabriel Vitor Severino,Sensors,2022,WWTP,8.0
397,10.3390/s23031061,Data Augmentation for a Virtual-Sensor-Based Nitrogen and Phosphorus Monitoring,Thulane Paepae,Sensors,2023,monitoring,12.0
398,10.3390/s23115151,The Smart Predicting of Algal Concentration for Safer Drinking Water Production with Sensor Data,Han Yu,Sensors,2023,monitoring,1.0
399,10.3390/s23198022,Semi-Supervised Anomaly Detection of Dissolved Oxygen Sensor in Wastewater Treatment Plants,Liliana Maria Ghinea,Sensors,2023,monitoring,21.0
400,10.3390/s23208578,Rapid Method of Wastewater Classification by Electronic Nose for Performance Evaluation of Bioreactors with Activated Sludge,Magdalena Piłat-Rożek,Sensors,2023,WWTP,6.0
401,10.3390/s23208613,Real-Time Anomaly Detection for Water Quality Sensor Monitoring Based on Multivariate Deep Learning Technique,Engy El-Shafeiy,Sensors,2023,monitoring,76.0
402,10.3390/s23218679,Multivariable Coupled System Control Method Based on Deep Reinforcement Learning,Jin Xu,Sensors,2023,control,6.0
403,10.3390/s23229236,Design of a Soft Sensor Based on Long Short-Term Memory Artificial Neural Network (LSTM) for Wastewater Treatment Plants,Roxana Recio-Colmenares,Sensors,2023,WWTP,16.0
404,10.3390/s24041180,An IoT Real-Time Potable Water Quality Monitoring and Prediction Model Based on Cloud Computing Architecture,Rita Wiryasaputra,Sensors,2024,monitoring,35.0
405,10.3390/s24051568,Digital Twin Platform for Water Treatment Plants Using Microservices Architecture,Carlos Rodríguez-Alonso,Sensors,2024,control,36.0
406,10.3390/s24082537,Optimisation and Calibration of Bayesian Neural Network for Probabilistic Prediction of Biogas Performance in an Anaerobic Lagoon,Benjamin Steven Vien,Sensors,2024,sludge,8.0
407,10.3390/s25061692,Evaluating Machine Learning-Based Soft Sensors for Effluent Quality Prediction in Wastewater Treatment Under Variable Weather Conditions,Daniel Voipan,Sensors,2025,WWTP,16.0
408,10.3390/su11164407,The Use of Artificial Neural Networks and Decision Trees to Predict the Degree of Odor Nuisance of Post-Digestion Sludge in the Sewage Treatment Plant Process,Hubert Byliński,Sustainability,2019,sludge,32.0
409,10.3390/su12166348,Intelligent System for the Predictive Analysis of an Industrial Wastewater Treatment Process,Luis Arismendy,Sustainability,2020,WWTP,55.0
410,10.3390/su14074098,Application of Neural Networks and Regression Modelling to Enable Environmental Regulatory Compliance and Energy Optimisation in a Sequencing Batch Reactor,Shane Fox,Sustainability,2022,WWTP,13.0
411,10.3390/su14148314,Using a Novel Algorithm Based on the Random Vector Functional Link Network and Multi-Verse Optimizer to Forecast Effluent Quality,Huixian Shi,Sustainability,2022,WWTP,5.0
412,10.3390/su142315598,Predicting Effluent Quality in Full-Scale Wastewater Treatment Plants Using Shallow and Deep Artificial Neural Networks,Raed Jafar,Sustainability,2022,WWTP,23.0
413,10.3390/su151712875,An Application of Ultrasonic Waves in the Pretreatment of Biological Sludge in Urban Sewage and Proposing an Artificial Neural Network Predictive Model of Concentration,Atef El Jery,Sustainability,2023,sludge,8.0
414,10.3390/su151813380,Analysis of Machine Learning Models for Wastewater Treatment Plant Sludge Output Prediction,Shuai Shao,Sustainability,2023,sludge,37.0
415,10.3390/systems11070375,Derivation of Optimal Operation Factors of Anaerobic Digesters through Artificial Neural Network Technology,Yumeng Bao,Systems,2023,sludge,7.0
416,10.3390/toxics13050349,A Deep Learning Algorithm for Multi-Source Data Fusion to Predict Effluent Quality of Wastewater Treatment Plant,Shitao Zhang,Toxics,2025,WWTP,1.0
417,10.3390/w11071317,Application of a Parallel Particle Swarm Optimization-Long Short Term Memory Model to Improve Water Quality Data,Jianzhuo Yan,Water,2019,WWTP,28.0
418,10.3390/w11112397,A Simple Approach to Predicting the Reliability of Small Wastewater Treatment Plants,Joshua T. Bunce,Water,2019,WWTP,19.0
419,10.3390/w12071975,A Step Forward to the Characterization of Secondary Effluents to Predict Membrane Fouling in a Subsequent Ultrafiltration,Anderson Alejandro Benites-Zelaya,Water,2020,membrane,6.0
420,10.3390/w13091237,A Random Forest Model for the Prediction of FOG Content in Inlet Wastewater from Urban WWTPs,Vanesa Mateo Pérez,Water,2021,WWTP,18.0
421,10.3390/w13182547,Machine Learning Models Applied to Manage the Operation of a Simple SWRO Desalination Plant and Its Application in Marine Vessels,Graciliano Nicolás Marichal Plasencia,Water,2021,membrane,13.0
422,10.3390/w13192617,Appraising the Impact of Pressure Control on Leakage Flow in Water Distribution Networks,Thapelo C. Mosetlhe,Water,2021,control,14.0
423,10.3390/w13192633,Detection and Identification of Organic Pollutants in Drinking Water from Fluorescence Spectra Based on Deep Learning Using Convolutional Autoencoder,Jie Yu,Water,2021,monitoring,16.0
424,10.3390/w13243659,Process Monitoring of Quality-Related Variables in Wastewater Treatment Using Kalman-Elman Neural Network-Based Soft-Sensor Modeling,Yiqi Liu,Water,2021,WWTP,12.0
425,10.3390/w14010116,"Machine Learning Approach to Predict Quality Parameters for Bacterial Consortium-Treated Hospital Wastewater and Phytotoxicity Assessment on Radish, Cauliflower, Hot Pepper, Rice and Wheat Crops",Aneeba Rashid,Water,2022,monitoring,3.0
426,10.3390/w14050761,The Robust Study of Deep Learning Recursive Neural Network for Predicting of Turbidity of Water,Shiuan Wan,Water,2022,monitoring,10.0
427,10.3390/w14050791,The Impact of Wastewater Quality and Flow Characteristics on H2S Emissions Generation: Statistical Correlations and an Artificial Neural Network Model,Mohsina Sherief,Water,2022,WWTP,13.0
428,10.3390/w14071053,Enhancing Real-Time Prediction of Effluent Water Quality of Wastewater Treatment Plant Based on Improved Feedforward Neural Network Coupled with Optimization Algorithm,Yifan Xie,Water,2022,WWTP,64.0
429,10.3390/w14091410,Artificial Neural Network (ANN) Modelling for Biogas Production in Pre-Commercialized Integrated Anaerobic-Aerobic Bioreactors (IAAB),Wei-Yao Chen,Water,2022,sludge,24.0
430,10.3390/w14162588,Laboratory Development of an AI System for the Real-Time Monitoring of Water Quality and Detection of Anomalies Arising from Chemical Contamination,Zofia Czyczula Rudjord,Water,2022,monitoring,16.0
431,10.3390/w14193147,Investigating Machine Learning Applications for Effective Real-Time Water Quality Parameter Monitoring in Full-Scale Wastewater Treatment Plants,Usman Safder,Water,2022,WWTP,36.0
432,10.3390/w14223591,Real-Time Data-Processing Framework with Model Updating for Digital Twins of Water Treatment Facilities,Yuying Wei,Water,2022,monitoring,11.0
433,10.3390/w15010103,Machine Learning Approach for Rapid Estimation of Five-Day Biochemical Oxygen Demand in Wastewater,Panagiotis G. Asteris,Water,2022,WWTP,18.0
434,10.3390/w15040674,Predicting Higher Heating Value of Sewage Sludges via Artificial Neural Network Based on Proximate and Ultimate Analyses,Xuanyao Yang,Water,2023,sludge,9.0
435,10.3390/w15061126,A Non-Hybrid Data-Driven Fuzzy Inference System for Coagulant Dosage in Drinking Water Treatment Plant: Machine-Learning for Accurate Real-Time Prediction,Adriano Bressane,Water,2023,coagulation,23.0
436,10.3390/w15061131,Online Control of the Raw Water System of a High-Sediment River Based on Deep Reinforcement Learning,Zhaomin Li,Water,2023,control,10.0
437,10.3390/w15091779,LSTM-Based Model-Predictive Control with Rationality Verification for Bioreactors in Wastewater Treatment,Yuting Liu,Water,2023,control,16.0
438,10.3390/w15101960,Simulation and Dynamic Properties Analysis of the Anaerobic–Anoxic–Oxic Process in a Wastewater Treatment PLANT Based on Koopman Operator and Deep Learning,Wenchong Tian,Water,2023,WWTP,3.0
439,10.3390/w15112079,Fault Detection of Wastewater Treatment Plants Based on an Improved Kernel Extreme Learning Machine Method,Meng Zhou,Water,2023,monitoring,13.0
440,10.3390/w15132349,Unlocking the Potential of Wastewater Treatment: Machine Learning Based Energy Consumption Prediction,Yasminah Alali,Water,2023,WWTP,50.0
441,10.3390/w15193325,Prediction of Wastewater Treatment Plant Effluent Water Quality Using Recurrent Neural Network (RNN) Models,Praewa Wongburi,Water,2023,WWTP,37.0
442,10.3390/w15193515,Integrated Modeling of Hybrid Nanofiltration/Reverse Osmosis Desalination Plant Using Deep Learning-Based Crow Search Optimization Algorithm,Sani. I. Abba,Water,2023,membrane,11.0
443,10.3390/w15244200,Machine Learning Techniques in Dosing Coagulants and Biopolymers for Treating Leachate Generated in Landfills,Carlos Matovelle,Water,2023,coagulation,8.0
444,10.3390/w16010168,Bayesian Optimization for Contamination Source Identification in Water Distribution Networks,Khalid Alnajim,Water,2023,monitoring,3.0
445,10.3390/w16071018,Insightful Analysis and Prediction of SCOD Component Variation in Low-Carbon/Nitrogen-Ratio Domestic Wastewater via Machine Learning,Xuyuan Zhang,Water,2024,WWTP,3.0
446,10.3390/w16071042,Applying Recurrent Neural Networks and Blocked Cross-Validation to Model Conventional Drinking Water Treatment Processes,Aleksandar Jakovljevic,Water,2024,coagulation,5.0
447,10.3390/w16081090,En-WBF: A Novel Ensemble Learning Approach to Wastewater Quality Prediction Based on Weighted BoostForest,Bojun Su,Water,2024,WWTP,4.0
448,10.3390/w16111561,Novel Ensemble Learning Approach for Predicting COD and TN: Model Development and Implementation,Qiangqiang Cheng,Water,2024,WWTP,4.0
449,10.3390/w16192863,Using Artificial Neural Networks to Predict Operational Parameters of a Drinking Water Treatment Plant (DWTP),Stylianos Gyparakis,Water,2024,coagulation,7.0
450,10.3390/w16243611,Optimizing Chemical Oxygen Demand Prediction in Spectroscopy Through Hybrid Feature Engineering and Regression-Based Similarity Analysis,Chenjie Jia,Water,2024,monitoring,1.0
